,id,job_title,description,location,employer,date_posted,n_applicants,industries,industries_1,industries_2,employment_type,job_function,job_function_1,seniority_level
1,2517136035,"Growth Analyst, EMEA (f/m/x)","DescriptionHey there! We are Gorillas & we are influencing the way people live their lives. Groceries being delivered to your door in 10 minutes is a concept that up until recently was unimaginable. We’re redefining an industry that has never experienced the rapid changes that we’re creating. You can now be a part of generating this change.About The Growth TeamOur mission is to fuel Gorillas business and all of its functions by providing sound user understanding and executing relevant, timely, and personalised interactions across the lifecycle.About This PositionWe are looking for a marketing-savvy data analyst to help us unlock the true potential of two of our most important assets after our people: our data and our expansion! You will use your analytical mind to push all aspects of the Growth forward and empower the team to make their own data-driven decisions. The role sits within the Growth Analytics function and will involve working closely with Marketing teams, like Growth, Brand and local Social Media teams, to define their needs and translate them into actionable and scalable insights.Your ResponsibilitiesTaking ownership of the growth data and its role as the source of reporting throughout the company. Consistently expanding the scale of our data solutions.Ensuring growth and country stakeholders within the business have access to relevant reporting in clear dashboards using a variety of tools.Presenting analytical findings to senior stakeholders.Be the point of contact between growth, brand, in Market and engineering / tech teams to organise and streamline requests.Applying your expertise to design and implement new metrics across the business.RequirementsYour profileMinimum 1-2 years of experience in analytics, business intelligence or similar rolesExperience working in a fast-paced environment, balancing responsibilities and projectsA passion for dissecting business and marketing problems to deliver scalable data solutionsAble at communicating and presenting information to a range of stakeholdersInterested in enabling data driven decision making in marketing and brandSkillsAbility to construct dashboards and derive insights from large data-sets (e.g. Tableau, Looker, PowerBI, MixPanel)Familiarity with big data tools, data warehousing concepts and SQL queriesNice to have: experience in writing code in Python / RTraitsYou are an avid learner and love helping others to learn and growA passion for building a diverse and inclusive environmentYou love Growth and want to take Gorillas to the next level A sense of independence and an ability to establish structures or processes to adapt to a constantly evolving domain and environmentA passion for marketing and tech with very close collaboration with both technical and non-technical stakeholdersYou are resourceful and have great communication skills, we require EnglishIf you feel this could be you, please do not hesitate to reach out and apply to become part of Gorillas.BenefitsAs a part of the fastest growing startup in Europe, you can benefit from a steep learning curve from day one with a high career growth trajectory. We love seeing our crew blossom & growing with us! With a transparent company culture & stunning team spirit, Gorillas ensures a dynamic & international environment welcome to anyone! Plus, our flexible working arrangements support people at different stages in their lives. We celebrate diversity & are committed to creating an inclusive environment for all employees.If you want to build something you are proud of & you believe in the vision, we want you in the Gorillas fam!DisclaiimerGorillas is an equal opportunity employer, which means we do not discriminate on the basis of race, colour, religion, marital status, age, national origin, ancestry, physical or mental disability, medical condition, pregnancy, genetic information, gender, sexual orientation, gender identity or expression. We celebrate diversity and are committed to creating an inclusive environment for all employees.Show moreShow lessSeniority levelEntry levelEmployment typeFull-timeJob functionGeneral BusinessMarketingConsultingIndustriesComputer SoftwareInternetRetail","Berlin, Berlin, Germany",Gorillas,2021-08-14,27 applicants,Computer Software,Internet,Retail,Full-time,General Business,Marketing,Entry level
2,2548152818,Data Analyst (m/f/d) Brand Experience,"Alternative job titles: Marketing Data Analyst (m/f/d), Media Data Analyst (m/f/d)Being one of the largest German digital enterprises with more than 3.600 employees worldwide, our every day mission is to bring both jobseekers and companies together to find the ""perfect match"".As Data Analyst (m/f/d) in our Brand Experience Team a variety of interesting subjects is waiting for you. The brand experience team aims at developing the brand into a commercial asset for the company internationally so that candidates and customers in the future will think: Job = StepStone.You will analyze and combine media planning data, behavioral user data from our platforms and market trends into understandable analysis for the team. This will reach from building meaningful reports to conducting explorative and in-depth analysis.On top, you will be a central point of knowledge and an important and valued discussion partner, actively steering brand campaigns above-the-line, digital and on our website.Aufgaben Provide actionable insights and recommendations to a variety of stakeholders with overview and business acumen Conduct data analysis to measure the impact of our international brand initiatives Develop and automate reports and dashboards to provide insights at scale Leverage available data and dive into new data sources Act as analytical sparring partner for our agencies Collaborate closely with your colleagues from analytics as well as other departments such as Media, Online Marketing, Brand Lab, Communications, Product etc. Profil Professional background: You possess relevant professional experience in an analytical role, ideally in a digital business, consultancy, media or market research (Preferably 3+ years) Degree: You hold a relevant degree (Statistics, Mathematics, Business Informatics, Economics, Controlling, Business Analysis, Marketing etc.) Tools: Experience with Power BI or similar data visualization tools, PowerPoint and Excel Tools that are a plus: Basic knowledge in Python/R or Adobe Analytics You are... data-driven and passionate about numbers, while being able to explain your findings to non-technical stakeholders You are inspired by... brand development and what brands can deliver to business success Language skills: You are fluent in English, German is a plus Wir bieten Your start at StepStone: Two days of onboarding with your new colleagues and an individual settling-in period   Individual professional career: We help you reach your goals with a personal career plan and trainings    An attractive location at Düsseldorf's Media Harbour: a light-flooded office, state-of-the-art equipment and a subsidised underground parking space   A Grown-Up company with Start-Up flair: A dynamic workplace with flat hierarchies, direct communication on first name basis from trainee to CEO, short distances, helpful and engaged colleagues and flexible working hours   Stay fit: In-house fitness studio and various gym courses   Avoid long queues at the post office: You can order your parcels directly to the office   Your board is sorted: Free coffee from our in-house barista and fresh fruit Show moreShow lessSeniority levelEntry levelEmployment typeFull-timeJob functionInformation TechnologyIndustriesMarketing and AdvertisingInternetStaffing and Recruiting","Düsseldorf, North Rhine-Westphalia, Germany",StepStone,2021-05-12,0,Marketing and Advertising,Internet,Staffing and Recruiting,Full-time,Information Technology,,Entry level
3,2542266767,Data Analyst (m/w/d),"PAYBACK ist weltweit einzigartig im datenbasierten Marketing. Mit der Fähigkeit, digitale Geschäftsmodelle zu entwickeln und technische Trends umzusetzen, sind wir Vorreiter der Data Economy. Alle technischen Lösungen rund um das PAYBACK Programm werden in München erfunden und verwirklicht. Dafür arbeiten wir mit den neuesten Technologien cross-functional und agil.Du hast Lust Verantwortung zu übernehmen, deine Ideen rund um unser einzigartiges Produkt einzubringen und PAYBACK mit uns weiterzuentwickeln? Dann bist du hier genau richtig. NATÜRLICH leben wir Vielfalt nicht nur. Wir feiern sie! Machst du mit? Wir freuen uns auf dich.Aufgrund der aktuellen Situation (Covid-19) empfehlen wir allen Kollegen von ihrem zu Hause in Deutschland zu arbeiten.DEINE AUFGABEDu bist für die analytische Betreuung von einem oder mehreren PAYBACK Partner zuständigDu analysierst komplexe Partnerdaten mit dem Ziel, unsere Partner sowohl bei operativen als auch bei strategischen Fragestellungen bestmöglich zu beratenDu entwickelst Vorschläge zur Optimierung der Partnerkampagnen und zeigst neue Potentiale aufDu erstellst Ad Hoc Analysen und kanalübergreifende KampagnenauswertungenDu dienst als Schnittstelle zu Marketing, Partner Management und Vertriebssteuerung und unterstützt diese bei PartneranfragenDu entwickelst Scoring-Modelle und KundensegmentierungenDEIN PROFILDu hast ein erfolgreich abgeschlossenes Studium mit quantitativem SchwerpunktDu hast idealerweise mindestens 2 Jahre Berufserfahrung als Data Analyst, Business Analyst oder Data ScientistDu besitzt gute Anwendungskenntnisse in SQL, SAS, Python und RDu besitzt exzellente analytische Fähigkeiten und hast ein hohes Verständnis für DatenstrukturenDu bist ein Organisationstalent und behältst auch in heißen Phasen einen kühlen KopfDu bist proaktiv, innovativ, kreativ und ein TeamplayerDich zeichnen eine hohe Eigenmotivation, Durchsetzungsvermögen sowie sehr gute kommunikative Fähigkeiten ausDeine Deutsch- und Englischkenntnisse sind sehr gut (C1-Level)UNSER ANGEBOTWir erwarten Außergewöhnliches - in jeder Beziehung. Dafür motivieren wir mit Außergewöhnlichem - in jeder Beziehung.(Covid-19 bedingte Einschränkungen sind möglich)Du findest bei uns individuelle Entwicklungs- und WeiterbildungsmöglichkeitenWir haben ein tolles Team mit vielen schlauen KöpfenKostenlose Getränke, Obst, unser ESSZIMMER mit kulinarischen Leckereien aus Bella Italia sowie unsere 24/7 TURNHALLE versüßen dir den Arbeits-AlltagDank Jobticket kommst du kostenfrei ins Büro, die U-Bahn fährt dich direkt vor unsere HaustürIm SPIELZIMMER mit Bällebad und XBOX kannst du dir dein Feierabendbier oder ne Limo gönnenInformationRef: PB21_33Unternehmen: PAYBACK GmbHEinstieg als: ProfessionalsStandort: MünchenTätigkeit: Data Analyst (m/w/d)Berufsfeld: Analytics & Customer InsightsShow moreShow lessSeniority levelEntry levelEmployment typeFull-timeJob functionInformation TechnologyIndustriesMarketing and AdvertisingInformation Technology and ServicesInternet","Munich, Bavaria, Germany",PAYBACK,2021-05-10,0,Marketing and Advertising,Information Technology and Services,Internet,Full-time,Information Technology,,Entry level
4,2534567561,Data Analyst (m/w/d),"Wir glauben daran, dass die Zukunft denen gehört, die Innovation antreiben, die Wandel gestalten und die durch Zusammenarbeit vernetzen. Darum verbindet Modis die Schlüsseltechnologien IT, Engineering und Life Sciences, um gemeinsam mit unseren Kunden die Lösungen der Zukunft zu entwickeln. Wir bringen auf der ganzen Welt Top-Unternehmen mit den klügsten Köpfen im Engineering zusammen. Sie alle brennen dafür, ihre Talente für die herausforderndsten Aufgaben von heute und morgen einzusetzen. Sie auch?Dann suchen wir Sie als Data Analyst (m/w/d) im Bereich Informationsmanagement und Logistik für einen Kunden im Norden von München in Direktvermittlung.Was Sie bei uns bewirkenZu Ihren Aufgaben gehört die Durchführung und Entwicklung von Analyse von internen und externen Anforderungen im Bereich der Logistik und IT, sowie die Weiterentwicklung der (Data-) Infrastruktur zur Umsetzung logistischer Geschäftsprozesse und relevanter Unternehmens-Strategien Sie definieren und konzipieren Anforderungen an das Datenmaterial und unterstützen bei der Weiterentwicklung der (Daten-) Infrastruktur im Bereich Business Intelligence Für die Entwicklung und Durchführung von Analysen für logistische Geschäftsprozesse sowie Präsentation der Analyseergebnisse vor unterschiedlichen Zielgruppen sind Sie zuständig Sie arbeiten an IT-Projekten in einem interdisziplinären Team und übernehmen die Schnittstellenfunktion zwischen internen Fachbereichen, Kunden und Support-/Entwicklungsteam Was Sie dafür mitbringenSie haben Ihr Studium im Bereich (Wirtschafts-)Informatik, Wirtschaftsingenieurwesen oder eine vergleichbare Ausbildung erfolgreich abgeschlossen Sie konnten bereits mindestens 3 Jahre Berufserfahrung im Bereich Business Intelligence und/oder Data-Analyst eines Logistik-/Speditionsunternehmens sammeln Sie bringen routinierte Kenntnisse in SQL und idealerweise auch in Qlik mit  Ihre Deutsch- und Englischkenntnisse sind verhandlungssicher  Hohe Kommunikations- und Präsentationsstärke, ein sicheres Auftreten, Durchsetzungsvermögen und hohe IT-Affinität runden Ihr Profil ab  Warum Sie bei uns genau richtig sindFür uns beginnt der gemeinsame Weg damit, Ihre Ambitionen zu verstehen. Zusammen arbeiten wir daran, Sie an Ihr berufliches Ziel zu bringen.Bei Modis arbeiten Sie für eine dynamische, global ausgerichtete Marke, die in einem Schlüsselmarkt ambitionierte Ziele verfolgt.Sie können es kaum erwarten, uns kennenzulernen? Dann klicken Sie für den direkten Weg zu uns auf den Button ""JETZT BEWERBEN""Wir freuen uns über die Bewerbung von Menschen, die zur Vielfalt unseres Unternehmens beitragen.Gesundheit und Sicherheit haben für uns bei allen Tätigkeiten höchste Priorität - in der aktuellen Situation umso mehr. Wir und unsere Kunden beraten uns kontinuierlich mit Medizin- und Gesundheitsexperten und treffen in unseren Gebäuden und Geschäftsräumen alle empfohlenen Vorsichtsmaßnahmen, um die Gesunderhaltung unserer Mitarbeiter/innen und aller anderen Menschen zu gewährleisten.Ihr KontaktFrau Susanne UnterholznerModis GmbHEngineeringMesserschmittstraße 780992 MünchenTelefon +49 89/357751-167www.modis.comShow moreShow lessSeniority levelEntry levelEmployment typeFull-timeJob functionInformation TechnologyIndustriesInformation Technology and ServicesAutomotiveStaffing and Recruiting","Munich, Bavaria, Germany",Modis,2021-05-12,0,Information Technology and Services,Automotive,Staffing and Recruiting,Full-time,Information Technology,,Entry level
0,2510094659,(Junior) Data / BI Analyst (m/w/d),"(Junior) Data / BI Analyst (m/w/d) We, GamesGroup, are an international publishing and marketing partner for independent-minded, midsize development studios of cross-platform (PC/Mobile) free2play games. The developers create and own their games – we market and scale them and cover all administrative and legal aspects of the commercialization, effectively being the developer’s outsourced commercial department. The online/mobile games industry continues to be one of the fastest growing markets worldwide, highly competitive and fast-paced. Technical and gameplay innovations are two of the key drivers that ensure the ongoing expansion of players. We are always looking for talented, dedicated and open-minded colleagues, who want to join and shape our future, who are as enthusiastic as we are to do our part in creating fans for the games of which are proud to be a part of and to be a real partner to our developers. Throughout all phases, Analytics is the backbone of our company – from ingame behaviors to KPI driven marketing, Analytics provides the background for other departments, our operations and decisions. The position is a maternity replacement and, in the beginning, limited to 1 years.Your responsibilities: Translate our games into numbers and provide feedback. Managing, enhancing and controlling of our analytics system. Handling tracking solutions and various data sources; merge, sort and interpret data, make data readable and usable. Developing dashboards, models and forecasts, standard and ad-hoc reports. Work with the product team on game and user analysis. Provide decisive metrics to the marketing team. Be a proactive part of the analytics team. What you bring to the table: Degree in Mathematics, Physics, Computer Science, Statistics or similar field with mathematical/analytical focus or similar experience / education. Experience in setting up and maintaining data visualization tools (preferably Tableau). Experience in scripting language (preferred Python). First experience in working with Databases/RDMS (preferred MySQL and PostgreSQL). Very good Excel Skills. Analytical, number-driven mindset and detail-oriented and accurate work style. Good communication skills, confidence in presenting numbers and evaluations to the team and to developers. Very good written and spoken English (German optional). What we offer: An opportunity to join the games industry and start a career in this industry. An exciting, international role in a fascinating market. Working on exciting games with newest markets trends and in a fast-paced environment. A great team with international and highly educated colleagues. Autonomy and excellent opportunities for development in a highly dynamic team. An outstanding working atmosphere with flat hierarchies. Working in a flexible, open minded company where transparency is key. An office in the heart of Munich. Relocation support if needed. Other fringe benefits (incl. flexible working hours, partially remote working possible, local transport ticket, contributions to pension fund, monthly company lunch and more). Interested? Apply via the application button.Agency calls are not appreciated.Show moreShow lessSeniority levelEntry levelEmployment typeFull-timeJob functionAnalystIndustriesMarketing and Advertising","Munich, Bavaria, Germany",GamesGroup,2021-09-14,102 applicants,Marketing and Advertising,,,Full-time,Analyst,,Entry level
1,2546292972,Data Analyst / Scientist (m/f/div),"[ ](http://www.flocert.net/) Fair global trade everyone can believe in FLOCERT is a leading global assurance provider. Besides providing sole certification to Fairtrade, FLOCERT also offers an array of services to support companies in sourcing on Fairtrade principles, where no Fairtrade Standard applies. Founded in 2003, FLOCERT remains mission-driven and dedicated to working with all types of organisations, from small producers to internationally recognised brands, in order to promote fairness in global trade. Our accreditation as a “Social Enterprise” demonstrates our commitment to social business values. With six international offices conducting business in over 120 countries, FLOCERT specialises in offering global reach with local expertise. For more information, visit us at flocert.net FLOCERT is currently looking for aData Analyst / Scientist (m/f/div) *full-time*Job Share: Full-time (38,5 hrs. p.w.)Position is based in the FLOCERT GmbH Office in Bonn, GermanyThe salary and benefit package depends upon qualifications and experienceStart date:1st of July 2021* (or as soon as possible)DescriptionFLOCERT is looking for a person to drive research, development, and improvement of our assurance and information products; one that will support internal data analytic and our digital future. Your aim will be to highlight business opportunities/improvements and bring more data driven solutions and decision making into our core assurance service. The ability to analyse data sources, to be inquisitive and creative with data; to connect data models to business needs to highlight its potential; to be able to present complex topics and information in a meaningful manner to a wide range of audiences is a must for this role! You will need to liaise with multicultural teams and partners to develop concepts, dashboards, data models for both our internal and external customers, whilst continually innovating our business processes, our understanding of data and its future potential. ResponsibilitiesResearch new trends and techniques relating to data (e.g. r, machine learning, AI, predictive analytics).Assess potential partners and incubate early stages of development before handing over to an operational unit.Research and develop FLOCERTs assurance, supporting data sets and information products.Lead the development of data services, its supporting infrastructure and information tools.Understand and model FLOCERT’s data in terms of variables, indices and hierarchies.Act as adviser on data related questions and highlight business opportunities together with the potential to innovate and leverage our data.Manage the design, development, and customization of concepts, dashboards, reports, and information services/processes together with internal and external partners.Gather, analyse, and document business needs and related functionalities.Support the integration of core FLOCERT data according to departmental needs and conceptual models.Support FLOCERT’s data governance.Support with ad-hoc (non-standard) data requests. Qualifications *“Must haves”*University Degree in Economics, Business, data science, computing, mathematics or IT.2 years of relevant professional work experience as business/data; analyst/data scientist.Relevant experience in Business Intelligence / Presentation tools (Such as Power BI & Qlik).Project management experience.Experience with SQL Databases, data preparation and data analysis.Very good knowledge of MS Office.Curiosity and passion for data analysis and modelling.Strong analytical skills and data affinity (modelling and analysis).A pragmatic - solution oriented spirit.Strong dedication towards customer service.Good communication skills and ability to present technical matters in a comprehensible way also to non-technical colleagues.Positive attitude and ability to work independently (Being the expert).Team player with excellent interpersonal skills working in an intercultural working environment.Fluent in English oral and written.Motivation for Fairtrade and sustainability *“Nice to have”*Technical knowledge of assurance, certification, international trade or supply chains.Knowledge of sustainability and human rights.Working experience in process analysis, optimization and/or harmonization.Understanding of Python and/or R Linear regression / statistics.Fluency in additional languages, ideally Spanish, and/or French, German, Portuguese, Italian. How to apply Please apply by clicking the button “APPLY NOW!” and submit your application documents in English, with curriculum vitae, reference letters or reference contact data as well as a motivation letter with salary indication.[APPLY NOW](https://www.flocert.net/about-flocert/careers/?yid=505&sid=817a5970f0e52aa3abd6899c02db8805&af=1)For more information, visit us at [www.flocert.net](http://www.flocert.net)Show moreShow lessSeniority levelEntry levelEmployment typeFull-timeJob functionInformation TechnologyIndustriesInformation Technology and ServicesStaffing and RecruitingHuman Resources","Bonn, North Rhine-Westphalia, Germany",FLOCERT,2021-05-12,0,Information Technology and Services,Staffing and Recruiting,Human Resources,Full-time,Information Technology,,Entry level
2,2515418755,Data Analyst (m/w/d),"Zur Verstärkung unseres Analystenteams suchen wir einen Data Analyst (m/w/d) für die Auswertung komplexer Inspektionsdaten. Arbeiten Sie in einem jungen und dynamischen Unternehmen im Bereich Deep-Tech / High-Tech. Unsere Hardware- und Softwarelösungen werden weltweit für die Inspektion von Rohrleitungen in der Energie- und Wasserbranche eingesetzt. Für uns steht es im Vordergrund unsere Umwelt durch Technologie zu schützen. Als Data Analyst arbeiten Sie mit unseren gesammelten Inspektionsdaten. Ihre Analysen und Beurteilungen sind ein entscheidender Teil der Wertschöpfung für unsere Kunden. Ihre Tätigkeit: Sie verwalten, integrieren und analysieren die großen, komplexen Datenmengen, welche von unseren Inspektionsteams mit unserer einzigartigen Technologie aufgezeichnet wurden.Computerbasiert und selbstständig analysieren Sie alle visuellen, graphischen und numerischen Daten auf Auffälligkeiten und Muster.Wir schulen Sie im Umgang mit unseren Softwarelösungen. Komplexität und Verantwortung der von Ihnen übernommenen Analysen erweitern wir sukzessive.Dabei verknüpfen Sie auch Parameter in den aufgezeichneten Rohdaten mit weiteren Erkenntnissen wie Satelliten-, GPS-, Bild-, Ton- und Kartendaten.Sie arbeiten mit an der Erstellung unserer Inspektionsberichte. Ihr Profil:Sie verfügen über eine sehr analytische, verantwortungsvolle, konzentrierte und präzise Arbeitsweise. Dabei kontrollieren Sie Ihre Arbeit laufend selbstständig.Erkenntnisse, Fehler und Vorschläge diskutieren Sie aktiv mit Ihren Kollegen.Belastbarkeit und eine gewisse Flexibilität helfen Ihnen auch bei knappen Zeitplänen die Ruhe zu bewahren.Sie haben ein Studium bzw. eine Ausbildung im Bereich Data Analysis, der Physik, Mathematik, Informatik, Statistik, Elektrotechnik, Ingenieurswissenschaften oder eine vergleichbare Ausbildung erfolgreich abgeschlossen.Kenntnisse im Bereich der analogen und digitalen SignalverarbeitungErfahrung mit der Auswertung großer Datenmengen wünschenswertErfahrung mit der Interpretation von (elektromagnetischen) Messdaten wünschenswertGute Deutsch- und Englischkenntnisse in Wort und Schrift Was wir Ihnen bieten:Einen modernen und sicheren ArbeitsplatzFlexible ArbeitszeitmodelleGeförderte Fort- und WeiterbildungsmaßnahmenKarriere- und Entwicklungschancen in einem jungen, schnell expandierenden und international tätigen High-Tech UnternehmenDie Einbindung in eine familiäre Unternehmenskultur, mit einem breit aufgestellten, interdisziplinären Team, mit flacher Hierarchie und kurzen EntscheidungswegenModerne Büros, wo gern auch mal ein Feierabendbier getrunken wird Wenn wir Ihr Interesse geweckt haben, dann melden Sie sich bei uns und werden Sie fester Teil unseres Teams. Wir freuen uns auf Ihre Bewerbung mit Gehaltswunsch und frühestmöglichem Starttermin an:InspectorX GmbHcareer@inspectorx.comwww.inspectorx.comShow moreShow lessEmployment typeFull-time","Hamburg, Germany",InspectorX,2021-08-14,29 applicants,,,,Full-time,,,
3,2498062647, Data Analyst (Consumer) (f/m/d),"Direct message the job poster from BKK Beiersdorf AGRonald Greens--At Beiersdorf holistic consumer journeys and personalized consumer experience are our ambitions and data/analytics is the key to it. Change in that area has never moved this fast and will never be as slow again. We are looking for an analytical and data affine person working with us in an international environment with a passion for data driven marketing and consumer experience.Your TasksAs part of Beiersdorf’s Consumer Analytics Team located in the global Digital Acceleration Business Unit, your job is to setup and run a consumer data platform, integrating internal & external consumer signals. Furthermore, consult the different business teams on data driven product innovation and consumer engagement (communication) with measurable insights, supported by the Beiersdorf business & IT.Contribute to Beiersdorf’s consumer data strategy (1st/2nd/3rd party data) and take a leading role in the setup of an integrated consumer data/signals platform from business side, covering key consumer touchpoints (e.g. CRM, media, website, e-shop, service, etc.)Develop and manage processes that guarantee data integrity and validity as the owner of the harmonized data platform while closely collaborating with business service owners (e.g. CRM or precision marketing teams) and IT.Design analytical models to create or modify consumer journeys as well as provide recommendations to commercial strategies and tactics, including KPIs to determine successBe responsible for key aspects along the data modeling cycle from definition of business questions and hypotheses to data sourcing and preparation, model development and insight generation.Act as a global consultant for data driven product development & communication, giving “turn-key” analytics insights into respective data tribes on global, regional, and local (affiliates) levelYour ProfileMaster's degree in quantitative discipline (e.g. Statistics) or equivalent practical experienceExperience in advanced analytics. Domain expertise within the CPG industry or healthcare with a proven record of accomplishment in an analytics role is a plusExperience in attribution modeling, consumer segmentation & targeting, conversion modeling, journey optimization, simulation, and/or decision analysisComprehensive understanding of personalizing the consumer experience through programmatic media, CRM, e-commerce, and mobile apps from data generation to optimization is a plus, ideally with the Salesforce software stackStrong visualization skills with Power BI, R Shiny, Dash or similar technologies. Knowledge of JavaScript and JavaScript frameworks is a plusThe will to lie the analytical fundament by a proper data sourcing, preparation and integration process together with the ITExperience with SQL, Python and/or R to implement statistical analyses and machine learning modelsGood project management and consulting skills for successful project realizationFluent in English, both written and spokenShow moreShow lessEmployment typeFull-time","Hamburg, Germany",BKK Beiersdorf AG,2021-07-14,0,,,,Full-time,,,
4,2506234024,Data Analyst (m/f/d),"Direct message the job poster from KW-Commerce GmbH jiniya jiniya--KW-Commerce is a Berlin headquartered international E-Commerce company with subsidiaries in Hong Kong and China. Our product range includes about 20,000 items of consumer electronics accessories and home & living products which we sell through online marketplaces like Amazon and eBay to more approx. 7 millions customers every year - fast and worldwide. With down-to-earth commitment, a strong team spirit and a good sense of humor 280 employees continue to develop our company - always keeping an eye on long-term company success. Be a part of our success story as our new:Data Analyst (m/f/d)Your PositionAs a Data Analyst (m/f/d) you help to further shape our self-service data platform and enable business stakeholders to leverage its full potential. With the mindset of a solution provider, you assess complex business requirements and derive valuable insights by using modern business intelligence tools and processes.You take ownership for the development and enhancement of the company's central data model and drive data-related initiativesYou analyze and automate data using PowerBI to deliver recommendations, forecasts, in-depth analysisYou create, maintain and share dynamic reports and dashboardsYou find bottlenecks and standardized tool usage as well as workflows to drive the evolution of the data analytics platformYou train and coach other departments regarding all data-driven and analytical solutions to establish a modern, data-driven and self-service-oriented culture in the companyAs the interface between users and technology, you form the link between Category Management, Marketing and FinanceYour ProfileIf you have a strong analytical and self-driven personality with great communication skills and meet the following requirements, we are a perfect match:Successfully completed studies in Economics, Information Systems, Business Informatics, Natural Sciences or in a similar fieldAt least 2 years of professional experience in the field of Business Intelligence, Data Engineering or AnalyticsAt least 2 years work experience in data modeling and analysisStrong knowledge of Microsoft Excel, SQL or MDX / DAX; Power BI is a plusBusiness fluent in written and spoken English (C1 level); German is a plusOur OfferKW-Commerce is a profitable company that has been bootstrapped from the start. Our company operates with a clear vision: we are building the leading global Marketplace seller. With us, you will work in an entrepreneurial manner with a lot of personal responsibility in our Grown-up. You have the opportunity to break new ground and try things out, away from existing conventions.What else to expect:A work environment that offers you plenty of room to realize your own ideasFlat hierarchies and quick decisionsA modern equipped workplace in the center of BerlinA friendly and supportive teamTransparent corporate communicationAn attractive salaryFlexible working hours for a good work-life balanceIndividual offers for professional and personal growth and developmentExcellent public transport connectionsRegular corporate eventsA membership at Urban Sports ClubDiscounts on our products of up to 50%Fresh fruits and free beveragesFurther information about our team can be found here: https://www.kw-commerce.de/en/teamlife-en/<< BackApply online now >>Your People & Culture contactIf you have any questions about open positions or job perspectives at KW-Commerce, please get in touch with our People & Culture department:mycareer@kw-commerce.deKW-Commerce - Grade: Top!Your benefitsAs part of the KW-Commerce team, we offer you many benefits which we are only too glad to share with you here. From startup-typical table football tournaments to the ""hard facts"" like flexible working hours or training events and courses, we have everything that employees could want.Life at workFresh fruit, a large selection of beverages, and regular table football tournaments ensure that you stay fresh and have exciting breaks from your everyday working life at KW-Commerce. Our helpful, funny, and cordial colleagues do their best to create a pleasant working environment.Fair compensation and a transparent bonus modelWe can't do without hard facts: we guarantee fair remuneration in all company areas and let all employees participate equally in our financial company success.Team eventsIn regular team events you have the opportunity to get to know your colleagues in a more social setting. This helps our team grow together and form a strong unit to help move KW-Commerce forward together. Examples are our KW after-works, the KW meetup, or our weekly blind lunch.Employee discountsAs employees at KW-Commerce you of course also profit from discounts on our many products.KW AcademyWe promote the potential of our employees. For this reason, we offer internal courses in various areas, ensure simple knowledge transfers, and give you the opportunity to profit from external training, e.g. in training events, trade show visits, or work groups.Flexible working hoursYou will spend a good portion of the week at KW-Commerce. The specific working hours are up to you, because your productivity is more important than your attendance record.Modern work place equipmentWe provide you with the most modern software and hardware at your personal work place. - The foundation for a successful and pleasant work life.Show moreShow lessEmployment typeFull-time","Berlin, Germany",<NOT_GIVEN>,2021-09-14,0,,,,Full-time,,,
0,2544837550,Data Analyst (f/m/d),"Role DescriptionYou are thrilled by a fast moving environment within Sports commerce, tech and community building? Then join our team! SIGNA Sports United is the global #1 commerce and tech platform in sports. We are running some of the most iconic webshops like Tennis-Point, Fahrrad.de, Campz, Outfitter, and many more, in the growth verticals Bike, Outdoor, Tennis, and Teamsports. Our shops are generating more than 1bn€ GMV with more than 30% growth building on market leading positions in Europe and beyond.We are looking for a Data Analyst helping us to speed up the group-wide commercial steering to get an aligned view on current performance, commercial opportunities and risks, and management implications across all enitities. You willbe responsible for enhancing the group data architecturebe enlarging & tuning the current commercial steering-set up and work closely with our entitiesbe visualizing dashboards via tableau and excel to monitor the business on a regular basisbe conducting in-depth strategic analysis to examine key business topicsbe working closely with our management/entities to support them taking data-driven decisionsRequirementsTo-the-point communication skills in German and/or EnglishAnalytical mindset and willingness/capability to dive deep to identify root causesPassion and motivation about moving tasks forwardKnowledge of core e-commerce KPIs such as CLV, CAC, customer cohorts, conversion rates, return rates, etc.Being a great teamplayerStrong hands-on mentalityResults oriented, effectively prioritizing and multitasking, able to work with tight deadlinesBasic QualificationsA masters degree in mathematics, computer science, engineering, natural science or businessMinimum 3 years of working experience in Business Intelligence or Analytics ideally in e-commerceStrong know-how of SQL, data warehouse infrastructure and BI solutions, ideally TableauOutstanding excel know-howExperience in (BI) product and project managementKnow-how of app and web tracking concepts and digital analytics tools such as Google Analytics and BigQuery is a plusShow moreShow lessSeniority levelEntry levelEmployment typeFull-timeJob functionInformation TechnologyIndustriesInformation Technology and ServicesInternetManagement Consulting","Berlin, Berlin, Germany",SIGNA Sports United,2021-05-12,0,Information Technology and Services,Internet,Management Consulting,Full-time,Information Technology,,Entry level
