,id,job_title,description,location,employer,date_posted,n_applicants,industries,industries_1,industries_2,employment_type,job_function,job_function_1,seniority_level
0,2498075277,Praktikum Datenanalyst Non Food,"Direct message the job poster from Lidl in GermanyNiclas Irmaksourcing dudeBei Lidl arbeiten heißt: jeden Tag Schwung in den Handel bringen. Alles geben und gemeinsam immer besser werden. Weiter kommen als woanders, weil bei uns jeder zählt und wir uns gegenseitig etwas zutrauen. Zusammen anpacken, zupacken und immer noch was draufpacken. Und dafür fair bezahlt werden.Erlebe einen Einstieg, der sich lohnt – flexibel, am Standort Bad Wimpfen oder Heddesheim. Hier sitzt unser zentrales Non-Food-Verwertungslager. Wir kümmern uns um die gesamte Wertschöpfungskette unserer Non-Food-Produkte: vom Wareneingang und -ausgang unserer 39 Regionalgesellschaften, über die Prüfung und Aufbereitung unserer Produkte bis hin zur Verwertung über E-Commerce und stationäre Kanäle.Deine Aufgaben Während deines vier- bis sechsmonatigen Praktikums lernst du die zentralen Prozesse und Aufgaben eines Bereiches kennen, der für das nationale Non Food Retouren- und Wiederaufbereitungsmanagement unserer Filialen verantwortlich ist.Du tauchst tief in unser vielfältiges Themengebiet ein und unterstützt unser Team bei der Kennzahlenanalyse, der darauf basierenden Ableitung von Handlungsempfehlungen und bei der Erstellung entsprechender Präsentationsunterlagen.Zusätzlich erhältst du Einblicke in das Projektmanagement. Gemeinsam mit deinen erfahrenen Kollegen entwickelst du die Grundlagen für wichtige zukünftige Geschäftsentscheidungen.Beim fortlaufenden Tagesgeschäft zählen wir auf deine Mithilfe. Die Betreuung der deutschlandweiten Regionalgesellschaften sowie das Schnittstellenmanagement zu anderen Fachbereichen runden dein Tätigkeitsprofil ab.Als Praktikant bei uns erhältst du eine monatliche Vergütung von mindestens 1000 Euro. Wann genau und für wie lange du einsteigst, klären wir gemeinsam mit dir.Dein Profil Studium der Wirtschaftswissenschaften, mindestens im dritten FachsemesterAffinität zum Handel und zu ZahlenDie Fähigkeit, wichtige Informationen und Details aus komplexen Datenmengen herauszuarbeitenKommunikationsstärke, Teamplayerqualitäten, Lernbereitschaft plus eine selbstständige und strukturierte ArbeitsweiseSicherer Umgang mit MS Office, gute Excelkenntnisse von VorteilDeine Vorteile Wir legen Wert darauf, dass sich deine Zeit bei uns lohnt! Deshalb kannst du bei uns nicht nur deine Finanzen aufbessern: Du gewinnst wertvolle Praxiseinblicke und lernst die Herausforderungen im Tagesgeschäft kennen. Dabei steht dir nicht nur während der Einarbeitung ein fester Ansprechpartner zur Seite. Ein weiterer Pluspunkt: Individuelle Laufzeiten und eine wöchentliche Einsatzplanung, die deinen Vorlesungsplänen entgegenkommt. Gleichzeitig möchten wir, dass du das kollegiale Umfeld und deine beruflichen Möglichkeiten bei Lidl erkennst und uns als potenziellen Arbeitgeber für die Zeit nach dem Studium entdeckst. Nicht zu vergessen: Die Chance, sich ein erstes Karrierenetzwerk aufzubauen.Lidl muss man können! Kannst du es auch?Bitte bewirb dich online über den Klick auf „Jetzt bewerben“. So sparst du Zeit und Geld und wir können deine Bewerbung schneller bearbeiten.Show moreShow lessSeniority levelInternshipEmployment typeInternshipJob functionAdministrativeSupply ChainIndustriesLogistics and Supply Chain","Bad Wimpfen, Baden-Württemberg, Germany",Lidl in Germany,2021-07-10,0,Logistics and Supply Chain,,,Internship,Administrative,Supply Chain,Internship
1,2478091468,Werkstudent (m/w/d) Master Data Management / Data Analyst,"am Standort IngelfingenIhre Aufgaben:Unterstützung bei der Verbesserung der Datenqualität von EinzelteilenVervollständigung und Aufbereitung der technischen Eigenschaften im MaterialstammAuswertung von technischen Lieferanten- und HerstellerdatenBeitrag zur Vollständigkeit und Verlässlichkeit unserer Daten Ihr Profil:Technisch orientiertes Studium z.B. Wirtschaftsingenieurwesen, Maschinenbau, Elektrotechnik, DatenmanagementSicherer Umgang mit MS-Office und insbesondere Excel, SAP-Kenntnisse von VorteilGute Deutsch- und Englischkenntnisse in Wort und SchriftErfahrung mit technischen Zeichnungen sind von Vorteil, aber keine VoraussetzungNeben spannenden Aufgaben bieten wir Ihnen vielfältige Perspektiven, große Gestaltungsfreiräume und eine Unternehmenskultur, die ermutigt, diese zu nutzen.Neugierig? Dann freuen wir uns über Ihre Bewerbung unter students@buerkert.de oder über das Bewerbungsformular .Bürkert Fluid Control SystemsBarbara BühlerChristian-Bürkert-Straße 13–1774653 Ingelfingen | Tel.: 07940/10-96850Show moreShow lessSeniority levelInternshipEmployment typeInternshipJob functionEducationTrainingIndustriesElectrical/Electronic ManufacturingMachineryMechanical or Industrial Engineering","Ingelfingen, Baden-Württemberg, Germany",Bürkert Fluid Control Systems,2021-06-10,0,Electrical/Electronic Manufacturing,Machinery,Mechanical or Industrial Engineering,Internship,Education,Training,Internship
2,2516579323,Working Student Business Data Analyst (m/f/d) ,"Direct message the job poster from MOTULAndrea MurszewskiHead of Human Resources at Motul Deutschland GmbHA pioneer in 100% synthetic lubricants, at the forefront of unconventional techniques and involved at the highest level of motorsports, Motul is one of the few worldwide specialists in engine and machine lubrication present in more than 150 countries.Independent, we are also unanimously recognized for our know-how, our experience and the quality of our products.A wealth of skills and an ability to meet the challenges that have earned us the confidence of the most demanding motor engine and Original Equipment Manufacturers (OEM), as well as significant growth for many years.At the heart of this organization are the men and women of the Motul Group, who have built the brand we know today for more than 165 years. It is these same employees who build the business of tomorrow with a thirst for innovation, a deep concern for customer satisfaction and the desire to succeed as common denominators.Do you want to take on new challenges? Don’t wait any longer and join the Motul Clan!To expand our family, we are looking for a Working Student Business Data Analyst (m/f/d) for our entity Motul Deutschland GmbH. The position is based in CologneMain responsibilities and reporting Line:In this exciting position, you will support the Center of Excellence Market (""CoE Market"") in conducting analysis and research as well as processing the resulting findings. The spectrum of your activities ranges from quantitative analyses of data to qualitative research in cooperation with our international teams. You will ensure that we are always informed about current global business events and can thus make our decisions based on evidence. Your main assignments will be:  Work closely with our international teams and support business development through market, customer and competition analyses.Your analytical way of thinking enables you to see through complex issues, moreover you can structure your results in a target-oriented way when translating them into reports.By preparing and analysing data, you support the evaluation of current questions and the development of possible future scenarios.You support the technical conceptualisation and operational implementation of monitoring systems and dashboards.The Center of Excellence Market offers you the opportunity to participate in exciting, cross-functional international projects and thus help shape the future of MOTUL.ToolsYou haveStudies in computer science, business administration, economics or related fields, preferably studies in business engineering, business informatics or business psychology.Very profound knowledge of MS-360 (especially MS-Excel and PowerPoint) is required, knowledge of PowerBi, SAP and CRM is not a prerequisite, basic skills can nevertheless be an advantage. Very good English skills, both written and spoken, are a prerequisite for working in the internationally operating CoE MarketUnderstanding of, or interest in, the international automotive industry/aftermarket complete the profileAbilitiesFor this position, we are looking for a candidate who will make a difference by being: Highly motivated; driven by successIntegrity, loyal and reliable personalityA strong analytical mindset and the ability to understand complex issues without losing sight of the details.An organisational talent with a structured, reliable way of thinking who enjoys working in an open-minded, intercultural team. LanguagesProficiency in German and English required. Proficiency in another language is a plus.Why join us? You will have the pleasure of working with passionate colleagues who will not hesitate to share their knowledge. You join a structure that is developing around the world and whose DNA is based on strong values: “Ingenuity – Passion – Team spirit …”Show moreShow lessSeniority levelInternshipEmployment typeInternshipJob functionBusiness DevelopmentSalesManagementIndustriesOil & Energy","Cologne, North Rhine-Westphalia, Germany",MOTUL,2021-05-04,0,Oil & Energy,,,Internship,Business Development,Sales,Internship
3,2535029654,Intern (m/f/x) Data Analyst,"Studydrive is Europe’s leading student platform!We connect students and encourage them to help each other. Together we therefore master every exam, term paper and job interview.Our platform is used by over 1,000,000 students to exchange study material and ask or answer the most urging questions concerning their studies. We also help our students beyond their university careers by connecting them with top employers, finding a perfect match for everyone :)Founded in 2013, we are the undisputed market leader in Germany. And we want to continue our success journey with you as we are becoming a global brand and are expanding throughout Europe and the world! As a Data Analyst Intern (m/f/x) you will be an important part of the Studydrive family in Berlin-Neukölln.Aufgaben Be an integral part of our Growth team and help develop the Studydrive community Work together with our Business Analyst in building different database layouts Build and develop Power BI reports for operative and reporting purposes Create visuals to display data Maintain and optimize existing data transformation processes Validate data so reports are consistent with the data source Create technical documentation Profil You are experienced with Power BI, with a basic understanding of databases You have experience or, at least, basic knowledge of Excel when it comes to managing data (removing duplicates, VLOOKUP function…) You are open-minded, with a portion of humor, and want take responsibility. You have good English skills You are at least in your second year of study or finished your degree recently. Wir bieten Gain experience in data transformation processes and understand why they are so important for an online business 6 months of exciting work and a steep learning curve – paid, of course Your own projects to support our growth Opportunities to see your ideas grow and the chance to make a change A team with a big heart and a fun time in Berlin with many team events … as well as a fast improvement of your table tennis skillsShow moreShow lessSeniority levelInternshipEmployment typeInternshipJob functionEducationTrainingIndustriesInformation Technology and ServicesComputer SoftwareInternet","Berlin, Berlin, Germany",Studydrive,2021-05-04,34 applicants,Information Technology and Services,Computer Software,Internet,Internship,Education,Training,Internship
4,2475817317,Werkstudent (m/w/d) Master Data Management / Data Analyst,"Ihre Aufgabe Unterstützung bei der Verbesserung der Datenqualität von Einzelteilen  Vervollständigung und Aufbereitung der technischen Eigenschaften im Materialstamm  Auswertung von technischen Lieferanten- und Herstellerdaten  Beitrag zur Vollständigkeit und Verlässlichkeit unserer DatenIhr Profil Technisch orientiertes Studium z.B. Wirtschaftsingenieurwesen, Maschinenbau, Elektrotechnik, Datenmanagement  Sicherer Umgang mit MS-Office und insbesondere Excel, SAP-Kenntnisse von Vorteil  Gute Deutsch- und Englischkenntnisse in Wort und Schrift  Erfahrung mit technischen Zeichnungen sind von Vorteil, aber keine VoraussetzungNeben spannenden Aufgaben bieten wir Ihnen vielfältige Perspektiven, große Gestaltungsfreiräume und eine Unternehmenskultur, die ermutigt, diese zu nuten.Neugierig? Dann freuen wir uns über Ihre Bewerbung unter students@buerkert.de.Show moreShow lessSeniority levelInternshipEmployment typeInternshipJob functionEducationTrainingIndustriesElectrical/Electronic ManufacturingMachineryStaffing and Recruiting","Ingelfingen, Baden-Württemberg, Germany",<NOT_GIVEN>,2021-07-10,0,Electrical/Electronic Manufacturing,Machinery,Staffing and Recruiting,Internship,Education,Training,Internship
0,2514177773,Praktikant (m/w/d) Financial Data Analyst / Data Quality,"FINANZTALENTE GESUCHT!Die Index Intelligence GmbH ist ein unabhängiger Anbieter für Index- und Benchmarking-Lösungen. Wir bieten mit modernen Indexlösungen und dazugehörendem Datenmanagement kostengünstige Alternativen zu den etablierten Anbietern. Unsere Datenpalette beinhaltet sowohl klassische Indexprodukte (Aktien, Fixed-Income, Derivate) als auch alternativeAssetklassen.Um unser Wachstum weiter erfolgreich fortsetzen zu können suchen wir kurzfristig einenPRAKTIKANT (m/w/d)FINANCIAL DATA ANALYST / DATA QUALITY Standort Dresden / Einarbeitung Frankfurt am MainDeine Aufgaben Qualitätskontrolle von Wertpapierstammdaten und Preisen Mitentwicklung eines Qualitätssicherungssystems (Artificial Intelligence) Überwachung der Überführung von Daten in dem bestehenden Produktionsbetrieb Projekte zur stetigen Weiterentwicklung der bestehenden Prozesse und Abläufe  Wir bieten Dir die Einarbeitung in die Wertpapiermärkte mehrerer Länder die Vertiefung in ausgewählten Lokalmärkten und lokal emittierten Instrumenten praktische Erfahrung im Umgang mit Microsoft SQL-Server und Excel die Chance zur persönlichen und fachlichen Weiterbildung mit einer steilen Lernkurve die Chance, eigenverantwortlich in dem interessanten Bereich der Aktien- und Anleihe-Indizes der internationalen Wertpapiermärkte an abwechslungsreichen und herausfordernden Projekten zu arbeiten eine angenehme, kollegial geprägte Arbeitsatmosphäre und regelmäßige Firmenevents  Weckt diese Herausforderung Dein Interesse? Kontaktiere uns! Sende Deine aussagekräftigen Bewerbungsunterlagen (Anschreiben, CV, Zeugnisse) unter Angabe der Referenznummer YF7994096 per E-Mail an career[AT]index-int.com. Deine Kontaktperson ist Katja Kölker.VORAUSSETZUNGEN Studium der Mathematik / VWL/Wirtschaftsinformatik gute Deutsch- undEnglischkenntnisse finanzmathematischeGrundkenntnisse hohes Engagement und Interesse fürinternationale Aktien- undAnleihemärkte 2-3 Monate EinarbeitungszeitFrankfurt / 6 MonatePraktikumsdauer mit einerangemessenen Vergütung «Wer authentisch, wissbegierig undengagiert ist, der wird beimKarrierestart immer auf derGewinnerseite stehen. Wer jetzt nochLust auf Finanzmathematik undDatenanalyse hat und tiefer in dieWelt der Aktien- und Anleihenmärkteeinstiegen will, der ist bei uns genaurichtig»Wir wollen, dass Du Dein Potenzial voll entfaltest und mit uns Schritt-für-Schritt Deine Finanz-Expertise ausbaust. Unterstütze uns mit Deinem Engagement und verbessere mit Deinen Ideen unsere Performance!Werde Teil unseres ,internationalen Teams!Bewirb Dich jetzt!FINANCIAL TALENTS WANTED!Index Intelligence GmbH is an independent provider of index andbenchmarking solutions. With modern index solutions and associateddata management, we offer cost-effective solutions as alternativeto the established providers. Our data range includes classicindex products (equities, fixed-income, derivatives) as well asalternative asset classes.In order to accelerate our successful growth, we are now recruiting anINTERN (f/m/d)FINANCIAL DATA ANALYST / DATA QUALITY Location DresdenYour role Run and improve quality control processes of securities data and prices Co-develop a quality assurance system (Artificial Intelligence) Monitor transfer of data to the existing production operation Run and lead projects to continously improve existing processes and procedures You will start with a product training at our headquarters in Frankfurt. After 8 weeks you will be ready to excel at our office in Dresden.Our offer Familiarisation with the securities markets in several countries In-depth knowledge of selected local markets and locally issued instruments Practical experience using Microsoft SQL-Server and Excel The opportunity for your personal and professional development with a steep learning curve The opportunity to work independently on varying and challenging projects in the interesting field of stock and bond indices in international securities markets Collegial working atmosphere and fun at regular company events Did we raise your interest? Contact us! Send your application documents (cover letter, CV, references), your earliest possible starting date and please quote the reference number YF7994096 by e-mail to career[AT]index-int.com. Your contact person is Katja Kölker.Your Skills reading mathematics / economics /business administration Fluent in English and advanced inGerman Basic knowledge in financialmathematics Highly interested in internationalstock and bond markets strong analytical skills and aproblem-solving mindset 6 months internship with adequateremuneration «If you are authentic, inquisitive andcommitted, you will always be on thewinning side when starting yourcareer. If you are keen on financialmathematics and data analysis andwant to delve deeper into the worldof equity and bond markets, then youwill be at the right place in ourcompany»Become part of our dynamic and international team. Support us with your commitment and improve our performance with your ideas! Start your career! Index Intelligence GmbHGroßer Hirschgraben 1560311 Frankfurt am Mainwww.index-int.comShow moreShow lessSeniority levelInternshipEmployment typeInternshipJob functionFinanceAnalystIndustriesConsumer ServicesManagement Consulting","Dresden, Saxony, Germany",Index Intelligence GmbH,2021-08-10,0,Consumer Services,Management Consulting,,Internship,Finance,Analyst,Internship
1,2523792232,Data Analyst Internship (m/w/d) - Gigafactory Berlin - Brandenburg,"The internship assignmentYou will be supporting the Data Team in day-to-day business tasks by preparing presentations, data thinking workshops and coding task. You will also have the opportunity to work on tasks like dashboard development, further inhouse implementation and to do research for further projects. Furthermore you will be able to work with our data team on a project summary that is clearly communicated to non-IT team members.Learning goals & TasksGetting an impression of how to build a Datalab and how to manage data projectsGetting involved in coding and developing ETL routes so that you can further improve your coding skillsUnderstand business needs and communicating to clientsPreparing presentations and data thinking workshopsAssisting in designing and deployment of data-driven processesRequirementsKnowledge in Data Analytics, SQL (MsSQL and MySQL), Python (Pandas, Numpy, Sklearn, Dash, Streamlit, Superset) and VBA, PowerShell Creative in data visualization (Experience with Dashboards) Highly passionate about data manipulation, with problem solving skills and an eye for detail Independent and rigorous work style.Interested in Data Thinking A team player who loves to think out of the box Good English and clear communication skillsShow moreShow lessSeniority levelInternshipEmployment typeInternshipJob functionInformation TechnologyIndustriesAutomotiveRenewables & EnvironmentUtilities","Berlin, Berlin, Germany",Tesla,2021-06-10,48 applicants,Automotive,Renewables & Environment,Utilities,Internship,Information Technology,,Internship
2,2539995801,???? Marketing Analyst - Intern (f/m/x) @her1 GmbH,"her1 is a fast growing direct-to-consumer startup from Berlin, Kreuzberg and develops natural and sustainable consumer products in the areas of food, health and lifestyle. The products are sold directly through our own online store.  This is a unique opportunity to play a key role in an exciting, fast growing business.  Ideal starting date and length: immediately for 6 monthsAre you passionate about behavior and data? Then this is the right job for you:Your Responsibilities As Business And Behavioral Intelligence Intern Creation and update of data bases.  You will make continuous data and behavioral analysis.  Creation of monthly reports and presentations of KPIs.  You will plan and implement A/B tests of marketing-campaigns and website elements.  Creation of tools to support data-driven decision-making in the company.  Optimization of internal procedures and processes. Requirements You finished or are in the process of finishing a Bachelor’s or Master’s degree in business or economics with a focus on data science (and in behavioral science is a plus).  You have 1+ years of experience as data analyst.  You are fluent in English (C1) and German (at least B2).  Confident use of MS Excel and R/Python/SPSS/similar.  Presentation and public speaking skills.  You have an exceptional analytical mindset to analyze data and to draw right conclusions, plus a strong attention to detail.  You are resilient, communicative, structured and creative.  You are reliable, friendly, you can organize yourself well and you are a team player. Nice To Have An entrepreneur at heart and are comfortable working per project and not by the hour.  You’re not hung up about what is and isn’t your job. You step in where you are needed. “This isn’t my problem” doesn’t enter your vocabulary.  Ideally you have knowledge of CPG.  Of course, we know that a combination of all the skills above is very difficult to have. But if you feel that you excel in a few of the above areas and are willing to develop in others, get in touch! What We Offer An internship in new startup that is financially backed by well-known investors.  Immediate responsibility to leave your imprint.  Your ideas and creativity are most welcome in your role and team.  Room for new ideas and personal growth: Follow your aspiration and proactively shape your career.  Access to a great network of successful entrepreneurs and experts.  Startup spirit: flat hierarchies, open communication and an international and highly motivated team in a family like environment, regular team activities and events outside of work.  You want to join her1?  Please include a current and detailed CV including your earliest start date and the length of your internship.  We are looking forward to getting to know you!LocationBerlin, GermanyShow moreShow lessSeniority levelInternshipEmployment typeInternshipJob functionMarketingSalesIndustriesMarketing and AdvertisingInformation Technology and ServicesInternet","Berlin, Berlin, Germany",Rheingau Founders,2021-05-09,0,Marketing and Advertising,Information Technology and Services,Internet,Internship,Marketing,Sales,Internship
3,2302899163,Werkstudent (w/m/d) Data Science / Data Analytics,"Gestalte bereits als Werkstudent (w/m/d) im Bereich Data Science / Data Analytics das abwechslungsreiche Tagesgeschehen mit und bringe Deine Fähigkeiten und Qualitäten gezielt ein. Im breiten Tätigkeitsfeld unseres Teams in der Analyse und Bewertung großer Datenmengen kannst Du Dein Theoriewissen in der Praxis unter Beweis stellen. Ob im Bereich Tax, Audit, Deal Advisory oder Finance - mit Dir werden Daten zu Informationen.Deine AufgabenBewirb Dich Jetzt Für Eine Werkstudierendentätigkeit Bei Uns Und Dann Kannst Du Dich Für 3 - 19,5 Stunden / Woche Und In Den Semesterferien Bis Zu 40 Stunden / Woche Hier EinbringenDu willst Big Data in Smart Data verwandeln. Du unterstützt Dein Team dabei, aus großen strukturierten und unstrukturierten Datenbeständen unterschiedlicher Datenquellen eine Datenbasis zu schaffen und diese zu analysieren und zu interpretieren. Du lernst, mithilfe von Data Mining, Predictive Analytics und Machine-Learning-Methoden Muster zu erkennen und daraus Prognosen für die Zukunft zu erstellen. Des Weiteren wirst Du in die Entwicklung neuer Analysemethoden eingebunden, um die Datenbasis optimal zu prüfen und zu interpretieren. Zudem zählen wir auf Deine Mitwirkung bei der Konzipierung, Erstellung und Modellierung von Datenbankanwendungen. Dein Profil Um bei uns als Werkstudent (w/m/d) im Bereich Data Science / Data Analytics an Bord zu kommen, hast Du mindestens drei Fachsemester eines Studiums der Mathematik, Wirtschaftsmathematik, Statistik, Informatik, Wirtschaftsinformatik, Physik, Wirtschaftsingenieurwesen oder des Ingenieurwesens erfolgreich abgeschlossen. Idealerweise bringst Du erste relevante Berufserfahrungen durch vorhergehende Praktika mit sowie Deutsch- und Englischkenntnisse auf C1-Niveau. Du hast bereits erste Programmiererfahrungen gesammelt, um Dein Mathe-Know-how in Codes zu verwandeln. Du beherrschst eine der gängigen Programmiersprachen und willst Dich hier weiterentwickeln. Das Analysieren komplexer Zusammenhänge ist Deine Stärke und Du hast Spaß am Lösen von herausfordernden Problemstellungen.Show moreShow lessSeniority levelInternshipEmployment typeInternshipJob functionEducationTrainingIndustriesInformation Technology and ServicesStaffing and RecruitingManagement Consulting","Saarbrücken, Saarland, Germany",KPMG Deutschland,2021-12-10,0,Information Technology and Services,Staffing and Recruiting,Management Consulting,Internship,Education,Training,Internship
4,2302897543,Werkstudent (w/m/d) Data Science / Data Analytics,"Gestalte bereits als Werkstudent (w/m/d) im Bereich Data Science / Data Analytics das abwechslungsreiche Tagesgeschehen mit und bringe Deine Fähigkeiten und Qualitäten gezielt ein. Im breiten Tätigkeitsfeld unseres Teams in der Analyse und Bewertung großer Datenmengen kannst Du Dein Theoriewissen in der Praxis unter Beweis stellen. Ob im Bereich Tax, Audit, Deal Advisory oder Finance - mit Dir werden Daten zu Informationen.Deine AufgabenBewirb Dich Jetzt Für Eine Werkstudierendentätigkeit Bei Uns Und Dann Kannst Du Dich Für 3 - 19,5 Stunden / Woche Und In Den Semesterferien Bis Zu 40 Stunden / Woche Hier EinbringenDu willst Big Data in Smart Data verwandeln. Du unterstützt Dein Team dabei, aus großen strukturierten und unstrukturierten Datenbeständen unterschiedlicher Datenquellen eine Datenbasis zu schaffen und diese zu analysieren und zu interpretieren. Du lernst, mithilfe von Data Mining, Predictive Analytics und Machine-Learning-Methoden Muster zu erkennen und daraus Prognosen für die Zukunft zu erstellen. Des Weiteren wirst Du in die Entwicklung neuer Analysemethoden eingebunden, um die Datenbasis optimal zu prüfen und zu interpretieren. Zudem zählen wir auf Deine Mitwirkung bei der Konzipierung, Erstellung und Modellierung von Datenbankanwendungen. Dein Profil Um bei uns als Werkstudent (w/m/d) im Bereich Data Science / Data Analytics an Bord zu kommen, hast Du mindestens drei Fachsemester eines Studiums der Mathematik, Wirtschaftsmathematik, Statistik, Informatik, Wirtschaftsinformatik, Physik, Wirtschaftsingenieurwesen oder des Ingenieurwesens erfolgreich abgeschlossen. Idealerweise bringst Du erste relevante Berufserfahrungen durch vorhergehende Praktika mit sowie Deutsch- und Englischkenntnisse auf C1-Niveau. Du hast bereits erste Programmiererfahrungen gesammelt, um Dein Mathe-Know-how in Codes zu verwandeln. Du beherrschst eine der gängigen Programmiersprachen und willst Dich hier weiterentwickeln. Das Analysieren komplexer Zusammenhänge ist Deine Stärke und Du hast Spaß am Lösen von herausfordernden Problemstellungen.Show moreShow lessSeniority levelInternshipEmployment typeInternshipJob functionEducationTrainingIndustriesInformation Technology and ServicesStaffing and RecruitingManagement Consulting","Leipzig, Saxony, Germany",KPMG Deutschland,2021-12-10,0,Information Technology and Services,Staffing and Recruiting,Management Consulting,Internship,Education,Training,Internship
0,2302894830,Werkstudent (w/m/d) Data Science / Data Analytics,"Gestalte bereits als Werkstudent (w/m/d) im Bereich Data Science / Data Analytics das abwechslungsreiche Tagesgeschehen mit und bringe Deine Fähigkeiten und Qualitäten gezielt ein. Im breiten Tätigkeitsfeld unseres Teams in der Analyse und Bewertung großer Datenmengen kannst Du Dein Theoriewissen in der Praxis unter Beweis stellen. Ob im Bereich Tax, Audit, Deal Advisory oder Finance - mit Dir werden Daten zu Informationen.Deine AufgabenBewirb Dich Jetzt Für Eine Werkstudierendentätigkeit Bei Uns Und Dann Kannst Du Dich Für 3 - 19,5 Stunden / Woche Und In Den Semesterferien Bis Zu 40 Stunden / Woche Hier EinbringenDu willst Big Data in Smart Data verwandeln. Du unterstützt Dein Team dabei, aus großen strukturierten und unstrukturierten Datenbeständen unterschiedlicher Datenquellen eine Datenbasis zu schaffen und diese zu analysieren und zu interpretieren. Du lernst, mithilfe von Data Mining, Predictive Analytics und Machine-Learning-Methoden Muster zu erkennen und daraus Prognosen für die Zukunft zu erstellen. Des Weiteren wirst Du in die Entwicklung neuer Analysemethoden eingebunden, um die Datenbasis optimal zu prüfen und zu interpretieren. Zudem zählen wir auf Deine Mitwirkung bei der Konzipierung, Erstellung und Modellierung von Datenbankanwendungen. Dein Profil Um bei uns als Werkstudent (w/m/d) im Bereich Data Science / Data Analytics an Bord zu kommen, hast Du mindestens drei Fachsemester eines Studiums der Mathematik, Wirtschaftsmathematik, Statistik, Informatik, Wirtschaftsinformatik, Physik, Wirtschaftsingenieurwesen oder des Ingenieurwesens erfolgreich abgeschlossen. Idealerweise bringst Du erste relevante Berufserfahrungen durch vorhergehende Praktika mit sowie Deutsch- und Englischkenntnisse auf C1-Niveau. Du hast bereits erste Programmiererfahrungen gesammelt, um Dein Mathe-Know-how in Codes zu verwandeln. Du beherrschst eine der gängigen Programmiersprachen und willst Dich hier weiterentwickeln. Das Analysieren komplexer Zusammenhänge ist Deine Stärke und Du hast Spaß am Lösen von herausfordernden Problemstellungen.Show moreShow lessSeniority levelInternshipEmployment typeInternshipJob functionEducationTrainingIndustriesInformation Technology and ServicesStaffing and RecruitingManagement Consulting","Düsseldorf, North Rhine-Westphalia, Germany",KPMG Deutschland,2021-12-10,36 applicants,Information Technology and Services,Staffing and Recruiting,Management Consulting,Internship,Education,Training,Internship
1,2302900160,Werkstudent (w/m/d) Data Science / Data Analytics,"Gestalte bereits als Werkstudent (w/m/d) im Bereich Data Science / Data Analytics das abwechslungsreiche Tagesgeschehen mit und bringe Deine Fähigkeiten und Qualitäten gezielt ein. Im breiten Tätigkeitsfeld unseres Teams in der Analyse und Bewertung großer Datenmengen kannst Du Dein Theoriewissen in der Praxis unter Beweis stellen. Ob im Bereich Tax, Audit, Deal Advisory oder Finance - mit Dir werden Daten zu Informationen.Deine AufgabenBewirb Dich Jetzt Für Eine Werkstudierendentätigkeit Bei Uns Und Dann Kannst Du Dich Für 3 - 19,5 Stunden / Woche Und In Den Semesterferien Bis Zu 40 Stunden / Woche Hier EinbringenDu willst Big Data in Smart Data verwandeln. Du unterstützt Dein Team dabei, aus großen strukturierten und unstrukturierten Datenbeständen unterschiedlicher Datenquellen eine Datenbasis zu schaffen und diese zu analysieren und zu interpretieren. Du lernst, mithilfe von Data Mining, Predictive Analytics und Machine-Learning-Methoden Muster zu erkennen und daraus Prognosen für die Zukunft zu erstellen. Des Weiteren wirst Du in die Entwicklung neuer Analysemethoden eingebunden, um die Datenbasis optimal zu prüfen und zu interpretieren. Zudem zählen wir auf Deine Mitwirkung bei der Konzipierung, Erstellung und Modellierung von Datenbankanwendungen. Dein Profil Um bei uns als Werkstudent (w/m/d) im Bereich Data Science / Data Analytics an Bord zu kommen, hast Du mindestens drei Fachsemester eines Studiums der Mathematik, Wirtschaftsmathematik, Statistik, Informatik, Wirtschaftsinformatik, Physik, Wirtschaftsingenieurwesen oder des Ingenieurwesens erfolgreich abgeschlossen. Idealerweise bringst Du erste relevante Berufserfahrungen durch vorhergehende Praktika mit sowie Deutsch- und Englischkenntnisse auf C1-Niveau. Du hast bereits erste Programmiererfahrungen gesammelt, um Dein Mathe-Know-how in Codes zu verwandeln. Du beherrschst eine der gängigen Programmiersprachen und willst Dich hier weiterentwickeln. Das Analysieren komplexer Zusammenhänge ist Deine Stärke und Du hast Spaß am Lösen von herausfordernden Problemstellungen.Show moreShow lessSeniority levelInternshipEmployment typeInternshipJob functionEducationTrainingIndustriesInformation Technology and ServicesStaffing and RecruitingManagement Consulting","Regensburg, Bavaria, Germany",KPMG Deutschland,2021-12-10,0,Information Technology and Services,Staffing and Recruiting,Management Consulting,Internship,Education,Training,Internship
